customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
17,,Female,East,Secondary,Self-Employed,418368.0034242884,225109.76100757634,Car,698.123231850493,1,35,7.472756025284362,2014-07-07,0
18,56.0,Female,East,Secondary,Self-Employed,394119.6427344095,137530.14803462903,Education,630.6498845146606,3,221,20.274039299669276,2017-08-22,0
19,,Male,East,Secondary,Salaried,92681.61758229655,35992.77504349251,Other,770.6370060513726,1,202,11.749330934061694,2011-11-21,0
20,41.0,Male,West,Secondary,,649228.7286177361,384992.6947005393,Other,779.5783098232689,2,109,29.36600660858914,2010-04-26,0
21,64.0,Other,West,Primary,Salaried,139411.06330822583,70101.14064112693,Home,,2,237,75.20931255778584,2023-03-31,0
22,42.0,Male,South,Primary,Salaried,161748.59257681543,47597.57373792772,Business,846.6226540960165,1,61,11.804920435843973,2018-09-09,0
23,35.0,Male,East,Primary,Salaried,168026.24084323048,71818.35076316755,Home,641.674029154778,2,1,29.139413789431607,2011-03-18,0
24,55.0,Other,West,Primary,Unemployed,177998.08846278623,51066.94300719262,Car,673.4589717487321,1,15,13.63889840182376,2019-02-21,0
25,43.0,Female,North,Secondary,Salaried,64931.44326863709,22185.274894295388,Other,408.5302385880045,1,283,11.795628759265968,2017-07-15,0
26,31.0,Female,South,Primary,Salaried,65763.34282060296,29704.329509990544,Home,679.3205012908475,2,138,37.0684510287495,2014-06-12,0
27,26.0,Male,North,Primary,Unemployed,117646.28567532767,46254.63315021454,Car,749.1771451563811,2,220,16.775419273522267,2020-06-30,0
28,27.0,Male,South,Post-Graduate,Salaried,,,Home,605.6484709525391,1,10,43.39602082943077,2012-08-16,0
29,38.0,Other,South,Primary,Self-Employed,79338.89046784061,41382.0345185277,Car,,4,294,48.529386419136124,2019-03-06,0
30,69.0,Male,West,Primary,Salaried,56776.079932130735,24730.849745861073,Business,809.8905999905514,2,261,16.580305805287495,2022-11-14,0
31,34.0,Female,North,Graduate,,128891.33948524133,37318.34723552403,Home,609.5167983823741,2,43,46.06657524880218,2020-11-18,0
32,69.0,Male,East,Secondary,Salaried,82094.35761139146,40251.11675786152,Business,844.9358754503376,1,172,17.483713828404774,2011-08-12,0
33,23.0,Male,East,Secondary,Salaried,83755.18109455687,32947.45668230301,Home,677.6526048921464,3,206,37.31837236022157,2018-02-08,0
34,33.0,Male,East,Post-Graduate,Self-Employed,255644.80823482148,89121.05328736153,Car,613.7155976648091,2,96,15.893963886689356,2013-06-29,0
35,65.0,Female,North,Post-Graduate,Salaried,416070.15113086475,248927.93105082898,Education,828.9184744589763,2,86,11.100111132370566,2022-07-21,0
36,,Male,South,Secondary,Salaried,85996.83340972626,32012.62961132975,Other,628.6727628161752,3,29,24.286040363888336,2022-01-12,0
37,36.0,Female,East,Post-Graduate,Salaried,64393.49870439417,22161.088922737767,Business,718.6081634585225,3,61,31.110933630965004,2017-02-09,0
38,53.0,Male,West,Graduate,Salaried,172279.68707158556,82802.98223613038,Home,811.4257756793809,4,273,3.324251277184402,2012-05-17,0
39,42.0,Male,East,Graduate,Salaried,167672.97651675512,66491.5399172976,Education,839.3852969129637,0,145,44.47420402505322,2019-07-21,0
40,67.0,,East,Secondary,Self-Employed,74985.43476273825,23112.078504420264,Education,621.45068148441,13,251,20.423799150065705,2011-07-27,0
41,69.0,Male,South,Primary,Salaried,480981.57604876114,174417.23079563037,Other,762.4309074940818,1,25,8.887699915271236,2010-11-08,0
42,47.0,Male,East,Primary,Salaried,41384.5247180955,21322.51770501241,Home,802.0063455102762,2,40,48.723961075758105,2021-07-17,0
43,37.0,Female,East,Secondary,Unemployed,350235.75643148395,162893.20991438458,Home,739.031126699812,5,120,17.729751470008217,2018-07-19,0
44,37.0,Male,North,Post-Graduate,Salaried,336890.50114037516,86876.07462323298,Education,621.9153691043757,1,261,45.30383130044981,2011-03-31,0
45,32.0,Male,West,Secondary,Salaried,1248056.5625954021,495775.86308378045,Education,,4,5,26.86878772900277,2022-05-21,0
46,57.0,Other,South,Secondary,Salaried,,,Business,680.2141733805327,1,13,20.954794488157503,2023-06-10,0
47,50.0,Female,South,Graduate,Salaried,440664.2639668218,222425.05896282222,Education,786.3649618112604,4,77,13.873206924349276,2012-07-18,0
48,19.0,Female,North,Secondary,Self-Employed,107091.26805013807,64034.83095229314,Other,772.4021147865992,5,262,59.664171516461586,2018-04-06,0
49,27.0,Female,North,Primary,Salaried,157993.23783749217,62161.76899627458,Business,796.0274037477647,2,136,23.507733645345407,2022-05-06,0
50,50.0,Male,West,Graduate,Self-Employed,96228.9230064918,31055.04308391307,Other,674.1122783793492,1,77,25.75611687451544,2020-02-28,0
51,49.0,Female,East,Secondary,Unemployed,42855.8847982423,10672.600388224446,Education,676.8661382759908,0,246,1.6837986572512964,2023-08-13,0
52,28.0,Female,North,Secondary,Salaried,1409477.4684542923,531151.9243442033,Car,590.3614607003525,3,48,40.60478552317269,2011-05-31,0
53,41.0,Male,West,Secondary,Self-Employed,251556.45250777906,79457.21630264862,Other,668.532908694655,4,119,38.47541799018275,2011-06-16,0
54,53.0,Male,West,Secondary,Salaried,437995.7063902534,238804.49051222514,Car,683.9030717685914,1,30,5.161667187616729,2017-10-03,0
55,29.0,Male,West,Secondary,Salaried,588345.5570207671,240539.93406091954,Business,807.4301450862494,2,237,40.377372825193895,2012-12-25,0
56,68.0,Male,West,Secondary,Unemployed,146620.28929133012,68232.46619134935,Business,563.573020393157,2,15,16.554401603242408,2019-01-05,0
57,46.0,Female,South,Primary,Salaried,46865.25921309011,18058.78793455867,Business,694.2529290459975,2,151,49.623869367638676,2017-07-14,0
58,52.0,Female,North,Secondary,Self-Employed,195661.92354866356,97612.61403193088,Home,573.6108050313236,2,102,26.850758935669727,2022-03-18,0
59,18.0,Female,South,Post-Graduate,Salaried,53297.32502717391,17897.400564436815,Education,786.4626716160468,3,296,15.667732923435537,2021-07-14,0
60,18.0,Male,North,Graduate,Salaried,,,Home,467.5963407322778,2,200,10.62956422155662,2015-09-07,0
61,54.0,Male,East,Secondary,Salaried,77975.25566282462,32274.402988414353,Home,704.0207353658466,3,25,15.863239923455058,2023-04-23,0
62,23.0,Male,West,Secondary,Salaried,218622.2031311574,84625.4545394066,Other,609.1521171640422,4,111,27.029077263004265,2014-01-31,0
63,56.0,Female,North,Secondary,Self-Employed,197353.1930687293,105741.93751681475,Education,820.5826208910036,2,265,37.45752366696943,2020-03-29,0
64,,Male,East,Graduate,Salaried,661496.7605602047,134353.97408243918,Home,629.6909631292311,0,45,18.238498130022542,2022-05-05,0
65,35.0,Female,West,Secondary,Salaried,1014087.1342650943,513118.6949969537,Home,,1,271,42.72524687217024,2014-06-12,0
66,33.0,Male,South,Primary,Salaried,142957.72080961915,48044.722761373036,Other,850.0,2,224,44.22787272587732,2022-11-24,0
67,22.0,Female,South,Graduate,Salaried,62611.4676396271,19410.472168359647,Other,458.18764975600607,2,274,34.64250924854765,2011-04-16,0
68,59.0,Male,North,Secondary,Salaried,41531.74946538688,23179.487603072525,Education,673.7310968539298,0,278,52.86222589384123,2014-09-30,0
69,60.0,Male,North,Secondary,Salaried,66328.95230358763,22218.638073934508,Education,530.4436184764121,1,224,16.772395190175686,2023-07-28,0
70,49.0,Male,West,Secondary,Salaried,58176.12394689599,27369.298626369677,Other,850.0,2,176,13.891584949234993,2019-06-24,0
71,19.0,Female,North,Primary,Salaried,210360.73538293576,51490.495414134675,Car,742.4265168834711,1,250,17.45366454559362,2019-09-07,0
72,19.0,Female,East,Graduate,Unemployed,544487.7755249122,205445.42474215213,Business,362.7564982585705,3,272,22.21044539001912,2016-07-01,0
73,57.0,Other,South,Primary,Self-Employed,299371.4160541286,101139.26855799997,Car,527.0280198682699,2,239,72.7309860756927,2012-11-19,1
74,59.0,Male,West,Secondary,Salaried,,,Business,708.881194021435,2,95,35.1313201666137,2018-01-08,0
75,53.0,Female,East,Secondary,Salaried,187546.81750607764,69910.21236576625,Education,647.0612691150787,5,234,46.05165364196136,2021-05-29,0
76,56.0,Female,North,Graduate,Unemployed,598688.9312829401,125526.04626523271,Business,,1,136,19.539470639870064,2018-08-01,0
77,29.0,Male,North,Secondary,Salaried,41417.396470108615,16531.872974232756,Other,850.0,7,253,34.50184501256414,2023-04-27,0
78,64.0,Male,North,Secondary,Salaried,153891.17148603837,43463.9761303408,Other,649.7899479881513,2,138,31.06783135521347,2022-12-26,0
79,36.0,Female,West,Primary,Salaried,857749.6255704139,416644.3910429165,Education,811.0150006353325,1,292,6.468044878274602,2020-06-08,0
80,45.0,Male,North,Primary,Salaried,,,Home,549.8069946490102,2,181,25.34368411043261,2019-02-12,0
81,18.0,Female,West,Primary,Salaried,375002.8375909568,122134.7846650994,Education,711.6754305483494,2,241,15.256397154078796,2019-03-22,0
82,32.0,Female,West,Secondary,Salaried,212242.3717810572,398590.1566872943,Home,576.49790343925,1,269,21.374760245621076,2012-05-13,0
83,53.0,Male,West,Secondary,Self-Employed,225139.68262181152,101398.80832955026,Business,850.0,1,51,37.792718870422306,2022-08-24,0
84,30.0,Other,South,Primary,Salaried,144955.1437748885,76289.1147306016,Other,626.2344579255835,1,90,13.14215805171249,2019-07-14,0
85,60.0,Female,North,Graduate,Salaried,225594.9516661537,76091.46404858532,Business,562.5576764716461,0,34,33.180218071692565,2022-09-26,0
86,38.0,Female,South,Secondary,Salaried,285542.3614256544,66586.18065033248,Home,597.5510182595445,1,12,23.857919738430557,2010-12-21,0
87,29.0,Female,West,Graduate,Salaried,37083.48326416528,20646.13476622844,Car,461.965623005947,4,190,11.40597508283417,2020-08-30,0
88,22.0,Male,East,Graduate,Unemployed,457237.1772675048,154711.7393102836,Other,682.777257925885,1,243,27.556442261884794,2013-10-02,0
89,24.0,Male,East,Primary,Salaried,529737.0945349493,220087.45468330084,Education,574.5784554049324,2,83,12.6316368914062,2020-01-26,0
90,22.0,Female,East,Secondary,Salaried,267229.0262443995,147642.01608165423,Education,677.5797514547464,2,187,56.27162659099453,2017-06-23,0
91,65.0,Male,South,Secondary,Self-Employed,123216.45126221211,36455.00816595218,Other,850.0,1,48,5.147921216210145,2012-11-27,0
92,21.0,Other,West,Secondary,Salaried,115289.17322725804,53396.027464555234,Car,659.8322974501932,2,107,16.52686347328301,2017-07-20,0
93,30.0,Male,South,Secondary,Salaried,197503.32113198578,88928.6299350735,Car,,3,226,24.699971563059766,2014-05-25,0
94,54.0,Male,East,Post-Graduate,Self-Employed,151684.67386314692,42562.59073141776,Business,646.2111110644273,3,95,23.023100489295523,2012-11-26,0
95,58.0,Female,South,Primary,Self-Employed,65191.89309616793,28978.28143994189,Other,675.5695387006276,3,216,11.804413860365162,2014-07-18,0
96,32.0,Male,South,Secondary,Self-Employed,512521.3267635004,282414.35847995646,Business,714.7383879817794,2,169,11.497980410548802,2019-03-22,0
97,33.0,Male,East,Graduate,Salaried,238863.8031194083,128439.34244107525,Home,664.2258966465185,5,213,22.32922041100288,2021-09-18,0
98,38.0,Male,East,Primary,Self-Employed,150509.64043353245,67039.49295103604,Car,613.1574880178173,1,74,17.783428256598636,2015-02-15,0
99,53.0,Male,East,Graduate,Unemployed,294121.70090268645,759045.4537042842,Other,760.9687269659187,6,88,30.069674460403473,2018-01-01,0
100,41.0,Female,East,Secondary,Salaried,107035.0002943888,37167.99781234049,Other,505.5112457683666,13,44,49.33404022063553,2018-05-12,1
101,33.0,Female,South,Secondary,Self-Employed,76670.64606626095,22697.286540301277,Education,683.8669863823711,2,107,17.405013565941825,2022-10-23,0
102,31.0,Male,West,Graduate,Self-Employed,175581.89860437132,80464.8860461606,Car,479.2472109799654,0,167,20.190096896928303,2014-02-09,0
103,39.0,Female,North,Graduate,Self-Employed,72369.66933931172,24890.963177705347,Business,300.0,3,107,24.183961874372113,2012-06-27,0
104,66.0,Male,South,Secondary,Self-Employed,168332.20131223314,61514.13336603985,Car,633.025041953747,3,219,40.44530273706848,2016-06-02,0
105,67.0,Female,West,Secondary,Self-Employed,197274.43690694007,44522.747061140406,Other,591.0049916509304,0,243,12.367139477461137,2016-12-10,0
106,23.0,Female,West,Post-Graduate,Salaried,240955.42633806702,102256.60269011327,Home,,1,24,8.265671843155257,2011-06-15,0
107,59.0,Male,North,Secondary,Salaried,,,Car,585.6928938250392,4,10,24.413478159888633,2012-10-31,0
108,53.0,Male,East,Secondary,Self-Employed,115047.3475498262,49857.23756934966,Education,847.6503540978688,1,239,27.90024571928989,2010-12-18,0
109,18.0,Female,North,Secondary,Salaried,184463.79734283962,78752.12464894186,Other,438.7346875206437,3,255,32.77274877476726,2017-08-05,0
110,49.0,Female,East,Secondary,Salaried,174568.71215692328,49338.33620961021,Business,697.0186666663585,2,154,35.814345285110974,2013-05-06,0
111,23.0,Male,North,Secondary,Salaried,232392.27296663955,55021.28668139249,Education,850.0,2,234,16.415167428011543,2014-07-11,0
112,48.0,Male,West,Graduate,Salaried,145924.7907417906,58486.59623721435,Business,703.6176759293874,2,86,32.324718141778575,2020-12-17,0
113,18.0,Male,East,Graduate,,315952.088259617,103434.67665201858,Home,578.3916697579473,1,188,12.227708519901888,2016-12-27,0
114,67.0,Male,West,Graduate,Unemployed,192260.39245807222,42826.8570750173,Car,456.0576416003886,1,270,42.73740614631132,2023-07-08,0
115,68.0,Male,West,Secondary,Salaried,422202.66113539727,226506.46718548445,Other,850.0,3,178,35.9016487263832,2017-02-01,0
116,54.0,Male,South,Primary,Salaried,178014.42315707085,55409.95548882347,Other,850.0,2,155,39.16124630068807,2019-05-28,0
117,52.0,Male,East,Secondary,Self-Employed,1055751.1813538235,587462.3674322753,Car,770.1665413335078,1,151,8.139003453824003,2019-03-05,0
118,66.0,Male,South,Graduate,Salaried,480576.310851027,250468.36719327312,Car,794.8917458669316,3,75,47.78912543105978,2012-09-15,0
119,47.0,Female,North,Secondary,Salaried,76434.36347579304,26042.87622071563,Home,770.2258759966599,1,183,26.776710365215482,2016-01-14,0
120,21.0,Male,West,Graduate,Salaried,661098.1504788373,395161.67778275313,Business,531.7253153398589,4,106,18.80067813028637,2012-08-04,0
121,52.0,Male,South,Graduate,Salaried,94098.46707402862,52028.28240247629,Other,690.6829461050302,1,17,24.56948116497805,2019-09-17,0
122,60.0,Female,East,Primary,Salaried,90962.42252251698,22423.48062616127,Home,695.4301989610614,4,294,35.50689241526662,2015-02-19,0
123,31.0,Female,South,Primary,Salaried,135632.76677689754,41884.07836561476,Education,,3,174,43.71940386206711,2022-01-08,0
124,66.0,Male,East,Secondary,Salaried,,,Business,751.0823917745804,1,138,15.732104007634456,2023-03-06,0
125,57.0,Female,South,Graduate,Self-Employed,60162.926764576885,34710.31164144606,Business,850.0,1,119,10.166997671421656,2017-12-25,0
126,39.0,Female,South,Secondary,Salaried,,,Car,625.1438269797018,2,242,20.592411397522547,2020-11-27,0
127,27.0,Female,South,Secondary,Self-Employed,297048.9881110426,155715.61169511278,Education,660.2379785124209,2,285,20.047025679901168,2020-02-07,0
128,18.0,Male,West,Graduate,Self-Employed,35244.004787429636,14074.286223886727,Home,739.5383984039372,1,8,33.378942258699404,2016-06-12,0
129,28.0,Male,East,Graduate,Unemployed,135631.5620815917,48090.30533734973,Other,655.6919809657225,3,44,34.23082026514333,2015-05-21,0
130,68.0,Male,North,Primary,Salaried,41441.4484446115,8443.22960989677,Other,416.12650014023234,2,290,3.8934418767468393,2021-12-31,0
131,61.0,Male,North,Secondary,Self-Employed,141708.25651134516,55887.91711888264,Education,559.4657407037712,14,117,9.311928337937381,2015-12-07,1
132,41.0,Male,West,Post-Graduate,Salaried,,,Business,644.7162009076015,3,205,28.505398453557596,2013-12-16,0
133,20.0,Male,North,Secondary,Salaried,41379.868182338294,9892.968162180754,Home,,4,254,62.284006220741894,2021-07-29,0
134,52.0,Male,East,Primary,Salaried,660008.4446292459,190871.99566979348,Car,677.5584682177655,2,225,11.836614287034879,2021-07-17,0
135,,Female,East,Secondary,Salaried,148371.5102846637,72642.23477074456,Other,474.65806595166083,1,146,10.67064433655291,2021-07-19,0
136,48.0,Male,South,Primary,Self-Employed,108160.40798420165,22332.006384635526,Education,631.0293744338643,13,139,32.12770700409801,2017-12-18,0
137,21.0,Male,West,Post-Graduate,Self-Employed,116586.88060904294,49648.77171199473,Car,580.4103847880231,3,180,61.51773214512545,2012-05-16,0
138,36.0,Female,East,Primary,Unemployed,,,Home,626.7730588322247,0,166,6.649989626878263,2020-08-22,0
139,64.0,Male,West,Graduate,Salaried,96891.74011983335,24222.777014993186,Other,788.1293780642607,2,179,36.700961281110736,2012-12-28,0
140,53.0,Male,South,Primary,Salaried,437329.30467800994,179082.6389613464,Business,753.0767014180993,3,169,28.76685231725299,2013-08-12,0
141,38.0,Female,North,Secondary,Salaried,320407.1641897426,97908.73998197592,Education,498.4127015253473,2,107,34.575562657118844,2014-09-28,0
142,,Male,South,Graduate,Salaried,76199.18380943048,23096.393457520353,Car,685.1773665802206,1,31,60.66203908618179,2021-07-30,0
143,68.0,Female,East,Post-Graduate,Self-Employed,262470.7312936769,58114.302858069444,Home,647.8555837620786,0,120,49.77457978708743,2011-12-04,0
144,45.0,Female,South,Primary,Salaried,103249.07602768588,24377.041159936194,Home,830.1419916714757,4,149,17.93493561556916,2013-01-05,0
145,32.0,Female,West,Primary,Salaried,208299.60729887994,105377.36491087655,Other,690.9181331993175,0,188,65.86219003154808,2014-12-09,0
146,59.0,Male,West,Secondary,Salaried,149767.85277163572,38344.38756253909,Other,414.20842372854827,2,213,30.610888003225195,2017-03-23,0
147,,,North,Secondary,Unemployed,75345.5116565532,31789.0445843255,Education,600.4412377088337,11,67,33.75753282588927,2023-08-10,0
148,54.0,Male,East,Secondary,Self-Employed,65213.72317375822,13864.744332929586,Car,648.8032840459786,1,60,46.39462343196067,2011-02-13,0
149,28.0,Male,North,Post-Graduate,Salaried,181275.8190282052,91010.64874293601,Home,,1,26,37.5125035127226,2020-09-18,0
150,40.0,Female,South,Graduate,Salaried,4572831.412714662,2463519.4361138605,Business,554.8385492243788,3,42,23.35606160619138,2021-09-15,0
151,61.0,Male,East,Primary,Salaried,186063.0978187079,78830.93580044415,Education,478.00436413143757,2,255,11.99985723784522,2016-08-02,0
152,58.0,Female,South,Graduate,Salaried,566920.9999589355,264618.98379877285,Other,568.4955400012112,1,121,15.339570728819012,2012-07-21,0
153,29.0,Male,South,Graduate,Salaried,463069.02082460234,102061.49497692079,Car,452.8582361641608,1,14,28.927220929788,2011-06-29,0
154,20.0,Male,North,Post-Graduate,Self-Employed,135649.20010277908,66265.46951939298,Other,367.31381426753643,4,73,23.898932470927083,2015-01-05,0
155,,Female,East,Primary,Self-Employed,213077.80776842881,43280.01999024584,Business,547.8283717673274,4,185,54.27871556463547,2023-01-21,0
156,34.0,Female,South,Graduate,Unemployed,351533.452280791,145065.32211890098,Home,683.9585965225542,1,52,13.513968325564434,2021-01-11,0
157,50.0,Male,South,Graduate,Unemployed,103391.28691964805,54768.7958914199,Home,533.1869148037872,2,146,53.611682068170715,2017-10-20,0
158,18.0,Female,East,Secondary,Salaried,55281.83272346551,21427.56440746958,Home,416.832213190375,0,148,17.73320016874215,2017-02-15,0
159,56.0,Female,North,Post-Graduate,Salaried,83969.18188584076,18305.111642685926,Education,687.8124390329789,4,286,13.645892070155114,2017-04-21,0
160,37.0,Male,South,Graduate,Salaried,242955.0167291709,129412.07971813546,Other,492.17657967540754,3,161,13.449967174642508,2022-09-24,0
161,64.0,Female,East,Primary,,94930.65884742592,40611.12180471761,Other,674.8262804718529,1,7,38.565900620880036,2022-03-15,0
162,60.0,Male,West,Graduate,Salaried,147207.74324733508,86598.71498559875,Other,606.5188266594665,2,125,18.45846909941761,2021-05-09,0
163,69.0,Female,East,Secondary,Salaried,333198.06033306126,156302.68334174366,Other,850.0,2,53,37.71940557411976,2018-12-15,0
164,58.0,Female,North,Secondary,Salaried,120767.2374549565,34491.30018909555,Other,609.810401951983,4,198,16.912301720007143,2021-05-13,0
165,31.0,Female,East,Secondary,Salaried,126743.02168214825,34821.0134477347,Business,660.7424835883011,2,182,21.407338599429128,2023-08-07,0
166,48.0,Male,South,Secondary,Salaried,269523.6008706774,64367.25973178029,Home,676.84936198905,3,221,8.817794343687565,2013-08-27,0
167,42.0,Male,West,Secondary,Unemployed,212197.76595205776,85539.39608508899,Home,495.78604994103307,2,90,3.331856728370883,2023-08-05,0
168,20.0,Male,South,Secondary,Salaried,87474.09247409391,26891.5886546454,Other,471.4226094337338,1,5,42.70196209043402,2014-02-16,0
169,21.0,Male,South,Primary,Salaried,139576.18794464727,40577.822685702056,Business,491.6593156316722,1,220,16.56846346942927,2011-01-22,0
170,48.0,,East,Primary,Unemployed,102548.70877552064,56429.29955814447,Business,786.4609306758741,2,219,42.4471964156984,2017-01-27,0
171,52.0,Male,North,Secondary,Self-Employed,150360.4271051809,45227.701774702866,Education,587.3206388741519,3,163,43.24918355188777,2011-08-03,0
172,61.0,Female,East,Graduate,Salaried,37516.24421818946,21652.457318171768,Education,689.0509322094588,0,21,12.057992636965311,2012-12-07,0
173,31.0,Female,South,Primary,Salaried,72258.63318298003,42547.69403972351,Business,504.2097025839235,4,252,17.25158757653321,2015-04-11,0
174,66.0,Male,South,Secondary,Salaried,121962.92763149599,61136.24939252042,Other,600.3097094817679,3,161,12.889254731510972,2015-08-21,0
175,58.0,Male,East,Graduate,Salaried,88281.22763381086,17897.405316039396,Home,664.7146014461127,0,232,13.030570752395192,2010-08-30,0
176,26.0,Male,East,Primary,Salaried,240397.27827613306,77925.94125922403,Car,848.0085187173315,1,275,11.846637041679081,2016-01-29,0
177,37.0,Male,West,Primary,Self-Employed,109188.53609360532,56614.596473280835,Home,749.9699059053476,1,284,21.275796384573624,2020-12-12,0
178,49.0,Female,East,Secondary,Salaried,480359.04560260935,103546.46395466557,Education,811.1913223999586,0,192,26.813149652433054,2010-09-02,0
179,26.0,Male,South,Post-Graduate,Salaried,181058.50555451,92946.58617747863,Education,583.6632660011869,2,78,26.83141128198499,2023-08-18,0
180,44.0,Female,West,Post-Graduate,Unemployed,354879.06273982086,186362.46162617952,Home,685.7902435295546,3,218,36.12700639773213,2011-05-13,0
181,20.0,Female,West,Secondary,Salaried,107202.46969147513,58343.60519249958,Other,760.8281500468937,3,116,29.453717399748804,2010-05-12,0
182,21.0,Male,West,Post-Graduate,Salaried,432472.3484090487,234504.71785677664,Education,,2,282,30.23960770852787,2013-07-16,0
183,62.0,Male,North,Graduate,Salaried,136554.0540851666,69003.10643150618,Education,675.5034236560434,0,218,37.69861959532553,2019-08-08,0
184,,Male,South,Secondary,Self-Employed,185658.70028041446,41462.9687984806,Home,,1,107,53.001371112486694,2016-05-04,0
185,50.0,Male,South,Graduate,Salaried,98093.17951087916,28911.175546137667,Business,773.9063316779249,4,147,36.30858261383225,2021-09-09,0
186,22.0,Male,North,Secondary,Unemployed,,,Home,850.0,7,249,17.829864653899605,2012-10-26,0
187,21.0,Male,North,Post-Graduate,Salaried,406275.1065442812,158086.49630822206,Education,798.4911296981575,2,172,38.557520070259926,2017-01-13,0
188,63.0,Female,East,Graduate,Salaried,194646.81341799433,89827.1600371452,Other,485.2536880257534,4,83,42.727222385419296,2011-07-22,0
189,,Male,East,Graduate,Salaried,166637.115856014,80179.3861961535,Education,676.5669239089888,3,46,11.35890052234868,2020-10-25,0
190,40.0,Female,South,Secondary,Self-Employed,164516.4527067406,83877.52856026533,Business,637.8126664641657,1,51,19.232475770256478,2018-04-07,0
191,31.0,Female,South,Secondary,Salaried,106629.69544602545,32026.4981056611,Other,667.9516215085101,0,207,27.00225941693178,2016-01-06,0
192,63.0,Male,East,Primary,Salaried,70423.5473444089,38312.683903988334,Education,638.8031684838186,1,198,27.70321282919928,2013-06-08,0
193,29.0,Female,West,Secondary,Unemployed,67905.00313034099,14664.469200822763,Car,572.0949855541395,0,103,14.68202910456775,2012-04-30,0
194,34.0,Female,West,Primary,Self-Employed,225053.7407646894,97931.8286050322,Education,850.0,1,104,17.937168998544433,2020-08-26,0
195,42.0,Female,North,Post-Graduate,Salaried,342716.07325053326,159969.74429328513,Car,692.4167711039975,3,30,29.35136670367962,2018-04-06,0
196,47.0,Female,North,Secondary,Self-Employed,142684.32489019018,73224.26808037613,Education,353.36188406606055,0,197,40.537254638597304,2013-02-15,0
197,39.0,Male,South,Secondary,Unemployed,148016.29726073885,86722.3947811179,Business,762.6530725867608,11,118,13.835310568258569,2020-08-23,0
198,64.0,Male,North,Secondary,Unemployed,488081.81656812737,141449.18672759595,Home,713.5387583295357,2,173,37.68545511232163,2015-09-02,0
199,43.0,,West,Secondary,Unemployed,253670.20024727276,85100.3279720885,Home,682.0226235400927,2,162,12.696184490074542,2018-07-29,0
200,,Male,South,Graduate,Salaried,151093.42500788937,80110.33814014166,Car,644.2915747166888,3,195,46.13333687463502,2022-02-20,0
201,37.0,Female,South,Secondary,Self-Employed,81955.3307487508,21458.87686358162,Car,850.0,2,273,31.3690143093104,2019-04-04,0
202,51.0,Female,East,Post-Graduate,Salaried,456756.04428762436,170913.03494636624,Business,574.2168608537938,1,134,32.44387089170324,2021-08-03,0
203,58.0,Male,East,Graduate,Salaried,253973.25020594508,132806.64278634478,Business,632.5358125531454,3,118,31.891237459415965,2020-02-23,0
204,50.0,Male,South,Graduate,,159119.32356748564,77176.35313324971,Car,486.24057206657153,4,175,36.13801302479324,2014-02-03,0
